区分,品名,メーカー名
内用薬,アセトアミノフェン錠３００ｍｇ「ＪＧ」,長生堂製薬
内用薬,アセトアミノフェン錠３００ｍｇ「マルイシ」,丸石製薬
内用薬,カロナール錠５００,あゆみ製薬
内用薬,アセトアミノフェン錠５００ｍｇ「マルイシ」,丸石製薬
内用薬,カロナールシロップ２％,あゆみ製薬
内用薬,アセトアミノフェンシロップ小児用２％「トーワ」,東和薬品
内用薬,アセトアミノフェンＤＳ小児用２０％「タカタ」,高田製薬
内用薬,アセトアミノフェンＤＳ小児用２０％「トーワ」,東和薬品
内用薬,アセトアミノフェンＤＳ小児用２０％「三和」,三和化学研究所
内用薬,アセトアミノフェンＤＳ４０％「三和」,三和化学研究所
内用薬,アスピリン,
内用薬,アスピリン「ケンエー」,健栄製薬
内用薬,アスピリン「ホエイ」,マイラン製薬
内用薬,アスピリン（山善）,山善製薬
内用薬,アスピリン「ヨシダ」,吉田製薬
内用薬,アスピリン原末「マルイシ」,丸石製薬
内用薬,エテンザミド,
内用薬,イスキア配合錠Ａ３３０,シオノケミカル
内用薬,バファリン配合錠Ａ３３０,ライオン
内用薬,イソプロピルアンチピリン,
内用薬,スルピリン水和物,
内用薬,ミグレニン,
内用薬,インドメタシンカプセル,
内用薬,ランツジールコーワ錠３０ｍｇ,興和
内用薬,ミリダシン錠９０ｍｇ,大鵬薬品工業
内用薬,インフリーカプセル１００ｍｇ,エーザイ
内用薬,インフリーＳカプセル２００ｍｇ,エーザイ
内用薬,ジクロフェナクナトリウム２５ｍｇ錠,
内用薬,ボルタレン錠２５ｍｇ,ノバルティス　ファーマ
内用薬,ジクロフェナクナトリウム３７．５ｍｇ徐放カプセル,
内用薬,ナボールＳＲカプセル３７．５,久光製薬
内用薬,ボルタレンＳＲカプセル３７．５ｍｇ,同仁医薬化工
内用薬,ソランタール錠５０ｍｇ,ＬＴＬファーマ
内用薬,ソランタール錠１００ｍｇ,ＬＴＬファーマ
内用薬,イブプロフェン２０％顆粒,
内用薬,ブルフェン顆粒２０％,科研製薬
内用薬,イブプロフェン１００ｍｇ錠,
内用薬,ブルフェン錠１００,科研製薬
内用薬,イブプロフェン２００ｍｇ錠,
内用薬,ブルフェン錠２００,科研製薬
内用薬,ナイキサン錠１００ｍｇ,田辺三菱製薬
内用薬,パラミヂンカプセル３００ｍｇ,あすか製薬
内用薬,ニフラン錠７５ｍｇ,田辺三菱製薬
内用薬,プラノプロフェン７５ｍｇカプセル,
内用薬,フロベン顆粒８％,科研製薬
内用薬,フロベン錠４０,科研製薬
内用薬,ミグリステン錠２０,共和薬品工業
内用薬,クリノリル錠５０,日医工
内用薬,クリノリル錠１００,日医工
内用薬,ピロキシカム１０ｍｇカプセル,
内用薬,バキソカプセル１０,富士フイルム富山化学
内用薬,ピロキシカム２０ｍｇカプセル,
内用薬,バキソカプセル２０,富士フイルム富山化学
内用薬,ロキソプロフェンナトリウム１０％細粒,
内用薬,ロキソニン細粒１０％,第一三共
内用薬,ロキソプロフェンナトリウム６０ｍｇ錠,
内用薬,ロキフェン錠６０ｍｇ,龍角散
内用薬,ロキソプロフェン錠６０ｍｇ「ＥＭＥＣ」,エルメッド
内用薬,ロキソプロフェンナトリウム錠６０ｍｇ「ＣＨ」,長生堂製薬
内用薬,ロキソニン錠６０ｍｇ,第一三共
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「サワイ」,メディサ新薬
内用薬,ロキソプロフェンナトリウム錠６０ｍｇ「日医工」,日医工
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ＹＤ」,陽進堂
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「三和」,三和化学研究所
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「トーワ」,東和薬品
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ツルハラ」,鶴原製薬
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ＫＮ」,小林化工
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「アメル」,共和薬品工業
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「日新」,日新製薬（山形）
内用薬,ロキソプロフェンナトリウム錠６０ｍｇ「ファイザー」,マイラン製薬
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ＮＰＩ」,日本薬品工業
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ＴＣＫ」,辰巳化学
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ＯＨＡ」,大原薬品工業
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「あすか」,あすか製薬
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「武田テバ」,武田テバファーマ
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「三恵」,三恵薬品
内用薬,ロキソプロフェンＮａ錠６０ｍｇ「ＫＯ」,寿製薬
内用薬,ロキソプロフェンナトリウム内服液６０ｍｇ「日医工」,日医工
内用薬,ノイロトロピン錠４単位,日本臓器製薬
内用薬,スルガム錠１００ｍｇ,サノフィ
内用薬,スルガム錠２００ｍｇ,サノフィ
内用薬,アルボ錠１００ｍｇ,大正製薬
内用薬,アルボ錠２００ｍｇ,大正製薬
内用薬,レリフェン錠４００ｍｇ,三和化学研究所
内用薬,ザルトプロフェン８０ｍｇ錠,
内用薬,ソレトン錠８０,日本ケミファ
内用薬,ペオン錠８０,ゼリア新薬工業
内用薬,フルカムカプセル１３．５ｍｇ,ファイザー
内用薬,フルカムカプセル２７ｍｇ,ファイザー
内用薬,アクタリット１００ｍｇ錠,
内用薬,モーバー錠１００ｍｇ,田辺三菱製薬
内用薬,オークル錠１００ｍｇ,日本新薬
内用薬,エトドラク１００ｍｇ錠,
内用薬,ハイペン錠１００ｍｇ,日本新薬
内用薬,オステラック錠１００,あすか製薬
内用薬,エトドラク２００ｍｇ錠,
内用薬,ハイペン錠２００ｍｇ,日本新薬
内用薬,オステラック錠２００,あすか製薬
内用薬,ジソペイン錠７５,ニプロＥＳファーマ
内用薬,ソセゴン錠２５ｍｇ,丸石製薬
内用薬,モービック錠５ｍｇ,日本ベーリンガーインゲルハイム
内用薬,メロキシカム錠５ｍｇ「ＥＭＥＣ」,ダイト
内用薬,メロキシカム錠５ｍｇ「ＮＰ」,ニプロ
内用薬,メロキシカム錠５ｍｇ「ＮＰＩ」,日本薬品工業
内用薬,メロキシカム錠５ｍｇ「ＴＹＫ」,武田テバ薬品
内用薬,メロキシカム錠５ｍｇ「ＹＤ」,陽進堂
内用薬,メロキシカム錠５ｍｇ「アメル」,共和薬品工業
内用薬,メロキシカム錠５ｍｇ「科研」,シオノケミカル
内用薬,メロキシカム錠５ｍｇ「ケミファ」,日本ケミファ
内用薬,メロキシカム錠５ｍｇ「サワイ」,沢井製薬
内用薬,メロキシカム錠５ｍｇ「タカタ」,高田製薬
内用薬,メロキシカム錠５ｍｇ「タナベ」,ニプロＥＳファーマ
内用薬,メロキシカム錠５ｍｇ「トーワ」,東和薬品
内用薬,メロキシカム錠５ｍｇ「日医工」,日医工
内用薬,メロキシカム速崩錠５ｍｇ「日本臓器」,日本臓器製薬
内用薬,メロキシカム錠５ｍｇ「クニヒロ」,皇漢堂製薬
内用薬,モービック錠１０ｍｇ,日本ベーリンガーインゲルハイム
内用薬,メロキシカム錠１０ｍｇ「ＥＭＥＣ」,ダイト
内用薬,メロキシカム錠１０ｍｇ「ＮＰ」,ニプロ
内用薬,メロキシカム錠１０ｍｇ「ＮＰＩ」,日本薬品工業
内用薬,メロキシカム錠１０ｍｇ「ＴＹＫ」,武田テバ薬品
内用薬,メロキシカム錠１０ｍｇ「ＹＤ」,陽進堂
内用薬,メロキシカム錠１０ｍｇ「アメル」,共和薬品工業
内用薬,メロキシカム錠１０ｍｇ「科研」,シオノケミカル
内用薬,メロキシカム錠１０ｍｇ「ケミファ」,日本ケミファ
内用薬,メロキシカム錠１０ｍｇ「サワイ」,沢井製薬
内用薬,メロキシカム錠１０ｍｇ「タカタ」,高田製薬
内用薬,メロキシカム錠１０ｍｇ「タナベ」,ニプロＥＳファーマ
内用薬,メロキシカム錠１０ｍｇ「トーワ」,東和薬品
内用薬,メロキシカム錠１０ｍｇ「日医工」,日医工
内用薬,メロキシカム速崩錠１０ｍｇ「日本臓器」,日本臓器製薬
内用薬,メロキシカム錠１０ｍｇ「クニヒロ」,皇漢堂製薬
内用薬,ロルカム錠２ｍｇ,大正製薬
内用薬,ロルノキシカム錠２ｍｇ「ＫＯ」,寿製薬
内用薬,ロルカム錠４ｍｇ,大正製薬
内用薬,ロルノキシカム錠４ｍｇ「ＫＯ」,寿製薬
内用薬,セレコキシブ１００ｍｇ錠,
内用薬,セレコックス錠１００ｍｇ,ヴィアトリス製薬
内用薬,セレコキシブ錠１００ｍｇ「オーハラ」,大原薬品工業
内用薬,セレコキシブ錠１００ｍｇ「杏林」,キョーリンリメディオ
内用薬,セレコキシブ錠１００ｍｇ「ケミファ」,日本ケミファ
内用薬,セレコキシブ錠１００ｍｇ「サワイ」,沢井製薬
内用薬,セレコキシブ錠１００ｍｇ「武田テバ」,武田テバファーマ
内用薬,セレコキシブ錠１００ｍｇ「トーワ」,東和薬品
内用薬,セレコキシブ錠１００ｍｇ「日新」,日新製薬（山形）
内用薬,セレコキシブ錠１００ｍｇ「ファイザー」,ファイザーＵＰＪ
内用薬,セレコキシブ錠１００ｍｇ「フェルゼン」,フェルゼンファーマ
内用薬,セレコキシブ錠１００ｍｇ「三笠」,三笠製薬
内用薬,セレコキシブ錠１００ｍｇ「明治」,Ｍｅ　ファルマ
内用薬,セレコキシブ２００ｍｇ錠,
内用薬,セレコックス錠２００ｍｇ,ヴィアトリス製薬
内用薬,セレコキシブ錠２００ｍｇ「ＪＧ」,日本ジェネリック
内用薬,セレコキシブ錠２００ｍｇ「オーハラ」,大原薬品工業
内用薬,セレコキシブ錠２００ｍｇ「杏林」,キョーリンリメディオ
内用薬,セレコキシブ錠２００ｍｇ「ケミファ」,日本ケミファ
内用薬,セレコキシブ錠２００ｍｇ「サワイ」,沢井製薬
内用薬,セレコキシブ錠２００ｍｇ「武田テバ」,武田テバファーマ
内用薬,セレコキシブ錠２００ｍｇ「トーワ」,東和薬品
内用薬,セレコキシブ錠２００ｍｇ「日新」,日新製薬（山形）
内用薬,セレコキシブ錠２００ｍｇ「ファイザー」,ファイザーＵＰＪ
内用薬,セレコキシブ錠２００ｍｇ「フェルゼン」,フェルゼンファーマ
内用薬,セレコキシブ錠２００ｍｇ「三笠」,三笠製薬
内用薬,セレコキシブ錠２００ｍｇ「明治」,Ｍｅ　ファルマ
内用薬,トラマールＯＤ錠２５ｍｇ,日本新薬
内用薬,トラマールＯＤ錠５０ｍｇ,日本新薬
内用薬,ワントラム錠１００ｍｇ,日本新薬
内用薬,ツートラム錠５０ｍｇ,日本臓器製薬
内用薬,ツートラム錠１００ｍｇ,日本臓器製薬
内用薬,ツートラム錠１５０ｍｇ,日本臓器製薬
内用薬,キョーリンＡＰ２配合顆粒,杏林製薬
内用薬,クリアミン配合錠Ａ１．０,日医工
内用薬,クリアミン配合錠Ｓ０．５,日医工
内用薬,ＳＧ配合顆粒,シオノギファーマ
内用薬,トラマドール塩酸塩・アセトアミノフェン錠,
内用薬,トラムセット配合錠,ヤンセンファーマ
内用薬,トアラセット配合錠「ＪＧ」,日本ジェネリック
内用薬,トアラセット配合錠「ＳＮ」,シオノケミカル
内用薬,トアラセット配合錠「ＴＣＫ」,辰巳化学
内用薬,トアラセット配合錠「共創未来」,共創未来ファーマ
内用薬,トアラセット配合錠「サワイ」,沢井製薬
内用薬,トアラセット配合錠「サンド」,サンド
内用薬,トアラセット配合錠「武田テバ」,武田テバファーマ
内用薬,トアラセット配合錠「トーワ」,東和薬品
内用薬,トアラセット配合錠「日本臓器」,日本臓器製薬
内用薬,トアラセット配合錠「三笠」,三笠製薬
内用薬,ヒロポン錠,大日本住友製薬
内用薬,アマンタジン塩酸塩１０％細粒,
内用薬,シンメトレル細粒１０％,サンファーマ
内用薬,アマンタジン塩酸塩５０ｍｇ錠,
内用薬,シンメトレル錠５０ｍｇ,サンファーマ
内用薬,アマンタジン塩酸塩１００ｍｇ錠,
内用薬,シンメトレル錠１００ｍｇ,サンファーマ
内用薬,ビペリデン塩酸塩散１％「ヨシトミ」,田辺三菱製薬
内用薬,アキネトン細粒１％,大日本住友製薬
内用薬,ビペリデン塩酸塩細粒１％「アメル」,共和薬品工業
内用薬,アキネトン錠１ｍｇ,大日本住友製薬
内用薬,ビペリデン塩酸塩錠１ｍｇ「アメル」,共和薬品工業
内用薬,ビペリデン塩酸塩錠１ｍｇ「ヨシトミ」,田辺三菱製薬
内用薬,ビペリデン塩酸塩錠２ｍｇ「サワイ」,沢井製薬
内用薬,ドパストン散９８．５％,大原薬品工業
内用薬,ドパゾール錠２００ｍｇ,アルフレッサファーマ
内用薬,ドパストンカプセル２５０ｍｇ,大原薬品工業
内用薬,トリヘキシフェニジル塩酸塩錠,
内用薬,アーテン錠（２ｍｇ）,ファイザー
内用薬,セドリーナ錠２ｍｇ,アルフレッサファーマ
内用薬,トリヘキシフェニジル塩酸塩錠２ｍｇ「ＣＨ」,長生堂製薬
内用薬,トリヘキシフェニジル塩酸塩錠２ｍｇ「杏林」,キョーリンリメディオ
内用薬,アーテン散１％,ファイザー
内用薬,トリヘキシフェニジル塩酸塩散１％「ＣＨ」,長生堂製薬
内用薬,トリモール細粒２％,長生堂製薬
内用薬,トリモール錠２ｍｇ,長生堂製薬
内用薬,ペントナ散１％,田辺三菱製薬
内用薬,ペントナ錠４ｍｇ,田辺三菱製薬
内用薬,ブロモクリプチンメシル酸塩２．５ｍｇ錠,
内用薬,パーロデル錠２．５ｍｇ,サンファーマ
内用薬,ブロモクリプチン錠２．５ｍｇ「フソー」,ダイト
内用薬,ブロモクリプチン錠２．５ｍｇ「タカタ」,高田製薬
内用薬,ブロモクリプチン錠２．５ｍｇ「ＫＯ」,寿製薬
内用薬,ドプス細粒２０％,大日本住友製薬
内用薬,ドプスＯＤ錠１００ｍｇ,大日本住友製薬
内用薬,ドプスＯＤ錠２００ｍｇ,大日本住友製薬
